core.externalId,core.name,Parent: Business Term,Parent: Domain,Parent: Subdomain,Parent: System,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.isCDE,com.infa.ccgf.models.governance.FormatDescription,com.infa.ccgf.models.governance.FormatType,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,com.infa.ccgf.models.governance.AliasNames,com.infa.odin.models.custom.ca_8269725092080610514,com.infa.odin.models.custom.ca_5211450685878080937,com.infa.odin.models.custom.ca_5158005540324682982,com.infa.odin.models.custom.ca_810120234191396501,com.infa.odin.models.custom.ca_3640948772104234602,Classifications,Stakeholder: Admin,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
GLOS-966,Employment Status,,,Payroll | GLOS-912,,"Indicates the current employment standing of an individual within ZATCA, whether they are active, on leave, terminated, or under any other employment status.",Published,false,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/Employment Status,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,c9178a69-6ed6-4230-8cbf-ce6537821648,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/c9178a69-6ed6-4230-8cbf-ce6537821648,CDGC
Instructor-businessterm-122,Email Validation Message,,,Party Electronic Address | Instructor-subdomain-22,,Flag to indicate to use this address as the default,Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Electronic Address/Email Validation Message,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,c96a1fb9-d302-4d00-9565-1c080e3a5a29,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7/c96a1fb9-d302-4d00-9565-1c080e3a5a29,CDGC
BT-23,BT_JOB_TITLE,,,SD_B2B_JOBS | SDOM-15,,,Published,false,,Text,Public,,,JOB_TITLE,,,,,,"",,AswathyNagarajan;CajorinM,AswathyNagarajan;CajorinM,,"","","","",Assigned,D_B2B_JOBS/SD_B2B_JOBS/BT_JOB_TITLE,Update,"Sep 30, 2024, 11:46:56 AM",CajorinM,"Oct 08, 2024, 01:00:54 PM",infa_admin,cd2345b5-e56d-49bc-abaf-b879196396bf,CDGC://83adb60f-6469-4d9d-a962-39acf0502bc9/cab927d3-a9f7-4196-b4a7-4568e6e97831/cd2345b5-e56d-49bc-abaf-b879196396bf,CDGC
Instructor-businessterm-81,Service Category,,,Customer | Instructor-subdomain-6,,"When you use an email verification service to verify the email address, the service returns data that includes the hygiene status. Hygiene status indicates whether an email address is safe or malicious. For example, hygiene status can be safe to send, invalid, former trap, mole, or unknown.",Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/Customer/Service Category,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,d31e4c81-b002-45b9-8a6a-0fa844206388,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/d1868098-0fd2-454d-a55b-6b110d18f2ce/d31e4c81-b002-45b9-8a6a-0fa844206388,CDGC
BT-22,BT_JOB_IDENTIFIER,,,SD_B2B_JOBS | SDOM-15,,,Published,false,,Text,Public,,,JOB_ID,,,,,,"",,AswathyNagarajan;CajorinM,AswathyNagarajan;CajorinM,,"","","","",Assigned,D_B2B_JOBS/SD_B2B_JOBS/BT_JOB_IDENTIFIER,Update,"Sep 30, 2024, 11:35:39 AM",CajorinM,"Oct 08, 2024, 01:00:54 PM",infa_admin,d4338e35-aa3e-49dd-bec6-a51230a7cff4,CDGC://83adb60f-6469-4d9d-a962-39acf0502bc9/cab927d3-a9f7-4196-b4a7-4568e6e97831/d4338e35-aa3e-49dd-bec6-a51230a7cff4,CDGC
Instructor-businessterm-181,From Period,Time Period | Instructor-businessterm-183,,,,Quantity of the product.,Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Time Period/From Period,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,d46cec9f-076b-4628-9024-e383788ae681,CDGC://07880aa1-66e4-477c-ab32-b7d0eae99380/d46cec9f-076b-4628-9024-e383788ae681,CDGC
Instructor-businessterm-115,Document Name,,,Party Documents | Instructor-subdomain-21,,Tax amount that the party has paid.,Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Documents/Document Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,d4ca58cf-3254-4583-9eba-10346493a89f,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/2acc0e77-d3b5-4196-862e-ad1d03218ef6/d4ca58cf-3254-4583-9eba-10346493a89f,CDGC
Instructor-businessterm-28,Group Name,,Time Period Group Relationship | Instructor-domain-3,,,Date employment contract terminated,Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Time Period Group Relationship/Group Name,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,da770dd3-7259-4c13-950b-652e478ea7eb,CDGC://ba364450-0056-426c-b2bd-265fe2932a78/da770dd3-7259-4c13-950b-652e478ea7eb,CDGC
BT-49,FIRSTNAME,,,FF_RAH_CUSTOMER | SDOM-24,,,Published,false,,Text,,,,FIRSTNAME,,,,,,"",,,,,"","","","",,RAH_FF_DOMAIN/FF_RAH_CUSTOMER/FIRSTNAME,Update,"Jan 10, 2025, 10:23:07 AM",RahinR,"Jan 10, 2025, 10:23:07 AM",RahinR,dea4364d-03b9-4fe1-83db-7b819f2a1e72,CDGC://72405ab7-d259-4dd8-9ac2-e9bd2d2893bb/342b9ea6-bc66-4623-b1f4-ae63dcd5ad89/dea4364d-03b9-4fe1-83db-7b819f2a1e72,CDGC
BT-32,EMP Name,,,,,,Published,true,,Text,,,,,,,,,,"",,RiswinT,,,"","","","",Assigned,EMP Name,Update,"Jan 09, 2025, 11:25:32 AM",RiswinT,"Jan 09, 2025, 11:25:52 AM",RiswinT,e21d94f3-c70d-4dbc-ad59-7a93431f0131,CDGC://e21d94f3-c70d-4dbc-ad59-7a93431f0131,CDGC
GLOS-983,Third Name,,,Hiring & Onboarding | GLOS-915,,The third name of an employee within ZATCA.,Published,false,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Third Name,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,e2dd782b-ac67-45b0-93f3-f2e2d2ac8a48,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/e2dd782b-ac67-45b0-93f3-f2e2d2ac8a48,CDGC
GLOS-1052,Behavioral Competencies,,,Performance Management & Career Development | GLOS-910,,"Behavioral traits, skills, or attributes that are important for effective performance within a specific job role in ZATCA.",Published,false,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/Behavioral Competencies,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,e4c3ec97-5613-41d0-97da-cbd6afe55cdf,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/e4c3ec97-5613-41d0-97da-cbd6afe55cdf,CDGC
Instructor-businessterm-161,Speciality Type,,,Party Specialization | Instructor-subdomain-28,,Descriptive details of the campaign,Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Specialization/Speciality Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,e53fc51e-d27a-4f82-bb1e-2dc3b686fa9a,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4741c347-b833-4618-b66f-be06fa41e516/e53fc51e-d27a-4f82-bb1e-2dc3b686fa9a,CDGC
GLOS-976,Identity/Iqama,,,Hiring & Onboarding | GLOS-915,,Identity/Iqama number for the employee. This information helps identify the employee uniquely within the ZATCA & Iqama is crucial for employees working in Saudi Arabia to legally reside and work in the country.,Published,false,,Text,Public,,This field should exclusively accept 10 digit numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Identity/Iqama,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,e71757d0-d67e-48c2-b18a-f519443e2260,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/e71757d0-d67e-48c2-b18a-f519443e2260,CDGC
BT-104,Gv_Age,,,unifi_Employees | SDOM-43,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,godw,"","","","",Assigned,domin_unifi_Employees/unifi_Employees/Gv_Age,Update,"Mar 12, 2025, 09:36:01 AM",godw,"Mar 12, 2025, 09:36:06 AM",godw,ec457116-7fdd-4d77-a84e-62c39bbc2714,CDGC://0f26ab17-a769-4f0c-ad2d-0caffe17e876/e078e780-d2f6-4f8b-8c7b-cc019c00cb31/ec457116-7fdd-4d77-a84e-62c39bbc2714,CDGC
GLOS-987,costCenter,,,OD & Manpower Planning | GLOS-918,,The code of cost center associated with the position.,Published,false,,Text,Public,,Each code must be unique within ZATCA,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/costCenter,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,ec9a37c7-897b-4bd0-a70c-42a7bfef4c8b,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/ec9a37c7-897b-4bd0-a70c-42a7bfef4c8b,CDGC
GLOS-1057,KPI Name,,,Performance Management & Career Development | GLOS-910,,The name of the Key Performance Indicator (KPI) associated with a specific performance objective for the employee within ZATCA.,Published,false,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Performance Management & Career Development/KPI Name,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,eccb2cc1-1195-4e0d-87dc-48b3c6ac1efe,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/8fef368b-e25d-44c4-bf69-c5d27ddfd4e5/eccb2cc1-1195-4e0d-87dc-48b3c6ac1efe,CDGC
Instructor-businessterm-42,Insurance Holder,,Insurance | Instructor-domain-7,,,"Type of qualification, such as illiterate, certification, diploma, bachelor, master, or doctoral.",Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Insurance/Insurance Holder,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,eddb2c7b-1c5d-4765-8d5c-8bd13427d8bd,CDGC://6b48bc97-e35b-4ab4-8248-5cc5354c1bd8/eddb2c7b-1c5d-4765-8d5c-8bd13427d8bd,CDGC
BT-83,Location,,,EMPLOYEES | SDOM-39,,,Published,false,,Text,,,,,Unrestricted,NONE,,,,"",,,,Ancy,"","","","",Assigned,ACJ_Oracle_Employees_extract/EMPLOYEES/Location,Update,"Mar 05, 2025, 07:02:12 AM",Ancy,"Mar 05, 2025, 07:02:16 AM",Ancy,edfe86b6-370e-42a3-9bc6-895755a08b93,CDGC://8f15553b-4249-4777-85a2-200705de5ad4/bb889df0-f0e6-4aef-900d-871359c0e234/edfe86b6-370e-42a3-9bc6-895755a08b93,CDGC
GLOS-1025,Job Requisition,,,Sourcing and Assessment | GLOS-916,,The recruitment requisition number or identifier associated with the position.,Published,false,,Text,Public,,This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Sourcing and Assessment/Job Requisition,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,efc8931b-5938-4f97-acdf-4189ae339242,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/33064f6b-71c5-4898-ba81-0ba8fb7414bb/efc8931b-5938-4f97-acdf-4189ae339242,CDGC
BT002,Order Amount 1,,Sales Domain 1 | DM002,,,Total amount of a customer's order,Published,true,Up to 2 decimal places,Decimal,Confidential,"$1, 000",Must be positive,Order Value,,,,,,"",,,,,"","","","",,Sales Domain 1/Order Amount 1,Update,"Jan 10, 2025, 08:25:33 AM",RiswinT,"Jan 10, 2025, 08:25:33 AM",RiswinT,f121905e-b383-430b-ba7c-a3a612fff802,CDGC://ad3f2e12-c442-445c-8aa4-1d810aafcc31/f121905e-b383-430b-ba7c-a3a612fff802,CDGC
BT-91,EmployeeDepartment,,,,,,Published,false,,Text,Public,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,EmployeeDepartment,Update,"Mar 05, 2025, 10:47:45 AM",Ancy,"Mar 05, 2025, 10:47:45 AM",Ancy,f149e7b2-0a84-4851-97ce-a10717e66157,CDGC://f149e7b2-0a84-4851-97ce-a10717e66157,CDGC
Instructor-businessterm-33,Reference Year,,Campaign | Instructor-domain-4,,,"Email, Text, Phone, physical Mail",Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Campaign/Reference Year,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,f2b79af0-738f-4d5c-8c13-2d7ee1c93196,CDGC://2ae5aecc-7eba-467a-8498-3e0824a49b83/f2b79af0-738f-4d5c-8c13-2d7ee1c93196,CDGC
GLOS-1041,CS Classification Code,,,OD & Manpower Planning | GLOS-918,,Code that represent job title in Saudi classification that mapped to the job title of ZATCA,Published,false,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/CS Classification Code,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,f7e3c112-a4ee-4be7-8b56-5cf14296dc33,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/f7e3c112-a4ee-4be7-8b56-5cf14296dc33,CDGC
Instructor-businessterm-109,Alternate Name Type,,,Party Alternate Name | Instructor-subdomain-15,,"Type of social media platform, such as Facebook or Twitter.",Published,false,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Alternate Name/Alternate Name Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 01, 2024, 08:08:42 AM",infa_admin,fe2384cf-9259-46d1-b71f-9062b87d90df,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/68ba7c92-46d0-46e1-83e4-0d0e8b0b2def/fe2384cf-9259-46d1-b71f-9062b87d90df,CDGC
Instructor-businessterm-47,Insurance Policy Number,,Insurance | Instructor-domain-7,,,Location of employer .,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Insurance/Insurance Policy Number,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,00224cb9-cd17-43ec-9a8c-d802a9cf006f,CDGC://6b48bc97-e35b-4ab4-8248-5cc5354c1bd8/00224cb9-cd17-43ec-9a8c-d802a9cf006f,CDGC
GLOS-1069,Contract Type,,,Hiring & Onboarding | GLOS-915,,Refers to the specific nature or terms of employment agreement between the employer and the employee,Published,true,,Text,Public,,This field should only accept values that are predefined for Contract Type.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Contract Type,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Sep 19, 2024, 06:58:25 AM",infa_admin,06668a0e-45a9-455d-8616-55d31d506338,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/06668a0e-45a9-455d-8616-55d31d506338,CDGC
TERM-3,Person 3,,,,,person 3,Published,false,,Text,Public,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,Person 3,Update,"Mar 04, 2025, 11:59:41 AM",john,"Mar 05, 2025, 05:16:30 AM",john,080fc49d-4baf-41bf-8621-525d0a98ae13,CDGC://080fc49d-4baf-41bf-8621-525d0a98ae13,CDGC
BT-134,Department,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,Department,Update,"Mar 19, 2025, 11:57:50 AM",AshikaA,"Mar 19, 2025, 11:57:50 AM",AshikaA,0b9ea03f-88ec-4443-88b3-79ace99b0f1c,CDGC://0b9ea03f-88ec-4443-88b3-79ace99b0f1c,CDGC
BT-51,EMP Customer,,,,,,Published,false,,Text,,,,,,,,,,"",,beenu,,,"","","","",Assigned,EMP Customer,Update,"Jan 13, 2025, 07:23:38 AM",Deleted,"Jan 13, 2025, 07:23:42 AM",Deleted,0ba97335-c9a5-433e-aeb5-e880c96fd82b,CDGC://0ba97335-c9a5-433e-aeb5-e880c96fd82b,CDGC
GLOS-1075,Mobile,,,Hiring & Onboarding | GLOS-915,,in an employee profile refers to the contact number or phone that the employee primarily uses for communication purposes.,Published,true,,Text,Public,,This field should accept and include of numeric values. Alphabetic or special characters are not allowed.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding/Mobile,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,0e611ef1-9467-42f9-a054-d20d21f5dbc0,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e/0e611ef1-9467-42f9-a054-d20d21f5dbc0,CDGC
GLOS-993,Level 1 (Label),,,OD & Manpower Planning | GLOS-918,,A classification label assigned to Level 1 of a hierarchy of structure.,Published,true,,Text,Public,,"<p>This field should only accept values that are predefined for Level 1 (Label)</p>
<p></p>
<p>This field should have 1 to 1 mapping with Level 1 Type (Picklist label).</p>",,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 1 (Label),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,0ee4f980-49b4-4ce5-b908-22e634d71bca,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/0ee4f980-49b4-4ce5-b908-22e634d71bca,CDGC
BT-117,PersonID,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,PersonID,Update,"Mar 19, 2025, 11:02:54 AM",AshikaA,"Mar 19, 2025, 11:02:54 AM",AshikaA,10e841b6-f6dd-436e-81f5-ea7689fa6b88,CDGC://10e841b6-f6dd-436e-81f5-ea7689fa6b88,CDGC
Instructor-businessterm-73,Work Status,,,New_Employee | Instructor-subdomain-5,,Message that the address validation service generates to how valid and trusted the address is.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Person/New_Employee/Work Status,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,115d08ed-16a4-4d9c-8ec4-9ec0d947e1df,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50/115d08ed-16a4-4d9c-8ec4-9ec0d947e1df,CDGC
BT-103,JG city,,,SD JG Customer Details | SDOM-42,,The name of the city associated with the customer's address.,Published,true,,Text,Confidential,,,,Unrestricted,NONE,<p>No Street Given</p><p><br></p>,Unrestricted,dummy,"",,,,,"","","","",,D JG Customer Details/SD JG Customer Details/JG city,Update,"Mar 11, 2025, 10:06:52 AM",Juli,"Mar 11, 2025, 10:06:52 AM",Juli,117eb406-ad34-471e-8450-b0468d373fb9,CDGC://9473af0a-7c1d-4fea-b910-f544a026cfaf/5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3/117eb406-ad34-471e-8450-b0468d373fb9,CDGC
GLOS-970,Pay Scale Area,,,Payroll | GLOS-912,,"Denotes the specific area associated with the pay scale for an employee within ZATCA, ensuring accurate compensation management.",Published,true,,Text,Public,,,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Payroll/Pay Scale Area,Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,121ee2b1-9f26-49f7-845a-80cc48b92888,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/c69ed606-780f-4e2b-ba57-070879b66e4d/121ee2b1-9f26-49f7-845a-80cc48b92888,CDGC
GLOS-1023,Level 4 (Code),,,OD & Manpower Planning | GLOS-918,,Code representing Level 4 in the position hierarchy or structure.,Published,true,,Text,Public,,Ensure a 1 to 1 mapping with Level 4 (label) and and Level 4 Type (Picklist Label).This field should exclusively accept numerical values only.,,,,,,,"",,infa_data,,,"","","","",Assigned,Business Glossary/Human Capital Management/HC COE/OD & Manpower Planning/Level 4 (Code),Update,"Sep 19, 2024, 06:58:25 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,15703899-a2d6-4b0b-b9da-0d8f7c5c0aea,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/e340a38e-6ac3-4db8-a04f-eb444b07b408/15703899-a2d6-4b0b-b9da-0d8f7c5c0aea,CDGC
BT-56,emp4_bt,,,,,,Published,false,,Text,,,,,,,,,,"",,,,,"","","","",,emp4_bt,Update,"Jan 15, 2025, 11:22:14 AM",beenu,"Jan 15, 2025, 11:22:14 AM",beenu,180cc715-781a-4ead-81d6-8deb4c47cfa2,CDGC://180cc715-781a-4ead-81d6-8deb4c47cfa2,CDGC
BT-70,Manager Identifier,,,Employees | SDOM-32,,,Published,false,,Number,Confidential,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,B2B_DWH_Sa/Employees/Manager Identifier,Update,"Mar 03, 2025, 11:45:40 AM",Sanjai,"Mar 03, 2025, 11:45:40 AM",Sanjai,189d0247-531d-4582-80bc-5f50ecdbb032,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b/189d0247-531d-4582-80bc-5f50ecdbb032,CDGC
BT005,Employee ID 1,,HR Domain 1 | DM004,,,Unique identifier for employees,Published,false,"Alphanumeric, 8 chars",Text,Confidential,EMP000123,Auto-generated by HR system,Staff ID,,,,,,"",,,,,"","","","",,HR Domain 1/Employee ID 1,Update,"Jan 10, 2025, 08:25:33 AM",RiswinT,"Jan 10, 2025, 08:25:33 AM",RiswinT,1a862690-a5f5-4ec0-843c-813f0be19bc0,CDGC://60907174-bb38-43f2-abfe-e892aafacbea/1a862690-a5f5-4ec0-843c-813f0be19bc0,CDGC
BT-66,First Nm,,,Employees | SDOM-32,,,Published,true,,Text,Confidential,,,,Unrestricted,NONE,,,,"",,,,,"","","","",,B2B_DWH_Sa/Employees/First Nm,Update,"Mar 03, 2025, 11:45:40 AM",Sanjai,"Mar 03, 2025, 11:45:40 AM",Sanjai,247cbdbe-0dfc-42bd-b967-fa7b0f2ecf87,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b/247cbdbe-0dfc-42bd-b967-fa7b0f2ecf87,CDGC
BT-131,PolicyID,,,,,,Published,false,,Text,,,,,Unrestricted,NONE,No Street Given,Unrestricted,dummy,"",,,,,"","","","",,PolicyID,Update,"Mar 19, 2025, 11:51:56 AM",AshikaA,"Mar 19, 2025, 11:51:56 AM",AshikaA,24ce9695-3eb0-4425-8ff1-35461c12c4dd,CDGC://24ce9695-3eb0-4425-8ff1-35461c12c4dd,CDGC
Instructor-businessterm-59,Key Executive Type,,,Party Key Executive | Instructor-subdomain-2,,Alternate name of a person or organization.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Organization/Party Key Executive/Key Executive Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,25b9b171-786c-4ca9-87c3-0c615e9d7977,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/d95abf73-32e9-49c9-b079-207f29e13640/bdc0e41e-cbcf-4212-8433-e7c0cd488269/25b9b171-786c-4ca9-87c3-0c615e9d7977,CDGC
Instructor-businessterm-103,Party Group Type,,,Party Group | Instructor-subdomain-13,,Validation status code that the phone number validation service returns.,Published,true,,Text,Public,,,,,,,,,"",,infa_data,infa_admin,,"","","","",Assigned,Party/Party Group/Party Group Type,Update,"Oct 01, 2024, 08:08:42 AM",infa_admin,"Oct 08, 2024, 01:00:54 PM",infa_admin,27f5c900-5519-4e07-b693-937c6bfe4891,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/d80f7ff8-e9f6-4b85-947b-2878d8cf8089/27f5c900-5519-4e07-b693-937c6bfe4891,CDGC
