core.externalId,core.name,Parent: Policy,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.URL,com.infa.ccgf.models.governance.Comments,com.infa.ccgf.models.governance.effectiveDate,com.infa.ccgf.models.governance.endDate,com.infa.ccgf.models.governance.Type,com.infa.odin.models.custom.ca_1986084855431728706,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: Admin,Stakeholder: test super Stakeholder Role,Stakeholder: Bank_Details_Owner,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
Instructor-policy-132,Retain for 12 months after creation,Retention Schedule Policy | Instructor-policy-120,SAMPLE: 12 months after the creation,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for 12 months after creation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,4afd4983-504d-467f-8925-c441c34333a7,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/4afd4983-504d-467f-8925-c441c34333a7,CDGC
Instructor-policy-92,Child Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data for any person under the age of 21 requires special handling and omitance from being shared.,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Child Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,4fcca332-348b-4292-ab09-9fb844e297dd,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/4fcca332-348b-4292-ab09-9fb844e297dd,CDGC
Instructor-policy-57,Protected Classification Policy,,SAMPLE: Protected (Sensitive or special) classification includes,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Protected Classification Policy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Mar 19, 2025, 05:44:41 AM",infa_admin,53d29c1a-7ba0-4dff-ba11-ca2baf804943,CDGC://53d29c1a-7ba0-4dff-ba11-ca2baf804943,CDGC
Instructor-policy-89,Confidential Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as confidential must be treated with care with all reasonable safeguards in place,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Confidential Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,5b0c5f46-4739-4235-b34d-bd2fb3e8e8f8,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/5b0c5f46-4739-4235-b34d-bd2fb3e8e8f8,CDGC
Instructor-policy-85,Sensitive,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as Sensitive / Special Category Data must be treated as restricted data; as well as processed and handled in line with privacy regulations such as GDPR and CCPA,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Sensitive,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,5b36433e-8b55-4738-997f-20d9e24fcffb,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/5b36433e-8b55-4738-997f-20d9e24fcffb,CDGC
Instructor-policy-133,Retain for 6 months after creation,Retention Schedule Policy | Instructor-policy-120,SAMPLE: 6 months after the creation,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for 6 months after creation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,61b7d2c4-7c7e-4d61-9f86-6872845dcdeb,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/61b7d2c4-7c7e-4d61-9f86-6872845dcdeb,CDGC
Instructor-policy-82,"Analysis, Statistical, and Targeting (Profiling)",Data Usage Policy | Instructor-policy-80,SAMPLE: Targeting individuals based on identified factors,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,"Data Usage Policy/Analysis, Statistical, and Targeting (Profiling)",Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,6fadf57b-030f-497e-951c-7a6edb5d081b,CDGC://4a3eebb2-07b1-4fb7-833c-17003f671333/6fadf57b-030f-497e-951c-7a6edb5d081b,CDGC
Instructor-policy-31,"9.2(j) Scientific, Historical, Public Archival",Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,"SAMPLE: Processing is necessary for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) based on Union or Member State law",Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,"Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(j) Scientific, Historical, Public Archival",Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,76aa676f-af96-4204-8600-bf20adbf92c7,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/76aa676f-af96-4204-8600-bf20adbf92c7,CDGC
Instructor-policy-112,PIA - Not Required,PIA Policies | Instructor-policy-110,SAMPLE: Privacy Impact Assessment (PIA) is not required for this process,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/PIA - Not Required,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,82f0cb8f-2ba0-44fc-99d4-c19c663e511d,CDGC://c63f93d9-200e-42de-84fa-89147048f501/82f0cb8f-2ba0-44fc-99d4-c19c663e511d,CDGC
Instructor-policy-117,DPA - Yes completed/ signed,DPA Policies | Instructor-policy-116,SAMPLE: YES the DPA has been signed between the parties.,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies/DPA Policies/DPA - Yes completed/ signed,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,83aa29ae-9cd4-468f-bfc7-ffcfa7ca1105,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4/6cfb26aa-2081-47d9-ac33-ca33e36a9b04/83aa29ae-9cd4-468f-bfc7-ffcfa7ca1105,CDGC
Instructor-policy-124,Retain for duration of the contract + 6 years,Retention Schedule Policy | Instructor-policy-120,SAMPLE: Duration of the contract + 6 years,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for duration of the contract + 6 years,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,85952f1f-e7b0-402b-a7a5-1a6f04c97b26,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/85952f1f-e7b0-402b-a7a5-1a6f04c97b26,CDGC
Instructor-policy-59,Political opinion,Protected Classification Policy | Instructor-policy-57,SAMPLE: Political opinion,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Protected Classification Policy/Political opinion,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,8959f30b-23f0-45a5-8850-b9e771805231,CDGC://53d29c1a-7ba0-4dff-ba11-ca2baf804943/8959f30b-23f0-45a5-8850-b9e771805231,CDGC
Instructor-policy-156,Attribute Stripping,Differential Privacy | Instructor-policy-155,SAMPLE:  A differential privacy technique used to strip personal data set of attributes that makes it impossible to identify individuals.,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Differential Privacy/Attribute Stripping,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,8d0b36a3-7b83-4db4-9c91-b5c34379875e,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ee1cee36-45c2-4439-a39f-c25d6434cbdd/8d0b36a3-7b83-4db4-9c91-b5c34379875e,CDGC
Instructor-policy-20,6.1 (f) Processing based on Legitimate Interest,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (f) Processing based on Legitimate Interest,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,92b08175-e623-4fb0-a369-256fe675ebf4,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/92b08175-e623-4fb0-a369-256fe675ebf4,CDGC
Instructor-policy-6,Staff Management,Purpose of processing | Instructor-policy-3,SAMPLE: The purpose of conducting this process is for staff management,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Purpose of processing/Staff Management,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,9bdfb971-278c-4a44-bc06-6ae5ad4b5ae3,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb59fc04-477d-4568-be9a-539ac46e4d3a/9bdfb971-278c-4a44-bc06-6ae5ad4b5ae3,CDGC
Instructor-policy-28,9.2(g) Public Interest,Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,"SAMPLE: Processing is necessary for reasons of substantial public interest, on the basis of Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject;",Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(g) Public Interest,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,a68ea85b-1009-4848-8b5c-b28bb3dd8c96,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/a68ea85b-1009-4848-8b5c-b28bb3dd8c96,CDGC
Instructor-policy-119,DPA - Not Required,DPA Policies | Instructor-policy-116,SAMPLE: NOT REQUIRED there is no requirement of the DPA as there is no disclosure of personal data.,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies/DPA Policies/DPA - Not Required,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,a75e09b4-0507-4c0d-9864-27d644c58cb5,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4/6cfb26aa-2081-47d9-ac33-ca33e36a9b04/a75e09b4-0507-4c0d-9864-27d644c58cb5,CDGC
Instructor-policy-37,Class,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Protected classifications (Field examples: Race, Ethnicity, Ancestry, Religion, Nationality)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Class,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,aca9805e-2f5e-4f65-a5a6-36f81c41ce14,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/aca9805e-2f5e-4f65-a5a6-36f81c41ce14,CDGC
Instructor-policy-93,Right to Erasure Policies,,SAMPLE: Ad Hoc Deletion Policies,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Right to Erasure Policies,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,b6e94052-b1c7-4b6e-b2c9-8324d1c83b7c,CDGC://b6e94052-b1c7-4b6e-b2c9-8324d1c83b7c,CDGC
Instructor-policy-43,Employment,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Employment information (Field examples: Professional Information - Name of Employer(s),Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Employment,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,bc22ed6c-0167-46f2-b5af-042b067990bb,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/bc22ed6c-0167-46f2-b5af-042b067990bb,CDGC
Instructor-policy-125,Retain for duration of the contract + 2 years,Retention Schedule Policy | Instructor-policy-120,SAMPLE: Duration of the contract + 2 years,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for duration of the contract + 2 years,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,bd4482f4-cd04-4e92-9c2c-0118bc55a09d,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/bd4482f4-cd04-4e92-9c2c-0118bc55a09d,CDGC
Instructor-policy-18,6.1 (d) Processing based on Vital Interest of Subject,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (d) Processing based on Vital Interest of Subject,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,bea0eed5-3d5c-47e8-a3e8-1f2d926ab825,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/bea0eed5-3d5c-47e8-a3e8-1f2d926ab825,CDGC
Instructor-policy-138,Retain for until prescription occurs after 5 years,Retention Schedule Policy | Instructor-policy-120,SAMPLE: until prescription occurs after 5 years,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for until prescription occurs after 5 years,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c77b27dd-9c95-456c-9d75-a1c11287f78c,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/c77b27dd-9c95-456c-9d75-a1c11287f78c,CDGC
Instructor-policy-126,Retain for 7 years from 01/01 of the year following the end of the financial year,Retention Schedule Policy | Instructor-policy-120,SAMPLE: 7 years from 01/01 of the year following the end of the financial year,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for 7 years from 01/01 of the year following the end of the financial year,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c8c1842f-b7a7-443f-8ba0-e8b5c14380d3,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/c8c1842f-b7a7-443f-8ba0-e8b5c14380d3,CDGC
Instructor-policy-151,Scrambling,Anonymization | Instructor-policy-150,SAMPLE:  An irreversible or permanent data masking. Original values are converted int newly defined values by random selection from a temporary mapping look-up table,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Pseudonymization/Anonymization/Scrambling,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,c9ec43e1-28fb-43e6-bc5e-6739f6f011b1,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ab18fa01-21da-4a59-aff6-b56fd11ff202/aa03185f-6604-4d3e-a002-a5f39565db12/c9ec43e1-28fb-43e6-bc5e-6739f6f011b1,CDGC
Instructor-policy-10,Product Management,Purpose of processing | Instructor-policy-3,SAMPLE: The purpose of conducting this process is for Product Management,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Purpose of processing/Product Management,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,d17823c4-91fe-4885-b375-d56247d258a2,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb59fc04-477d-4568-be9a-539ac46e4d3a/d17823c4-91fe-4885-b375-d56247d258a2,CDGC
Instructor-policy-100,Transfer on the basis of a deviation for specific situations,Transfers of personal data to third countries or international organisations | Instructor-policy-96,SAMPLE: Transfers may be made on the basis of a deviation for specific situations,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Transfer on the basis of a deviation for specific situations,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,d426c385-47c1-48dd-a7d5-1469bdf729a8,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/d426c385-47c1-48dd-a7d5-1469bdf729a8,CDGC
Instructor-policy-22,9.2(a) Consent,Lawfulness of Processing Sensitive Personal Data | Instructor-policy-21,"SAMPLE: Data subject has given explicit consent to the processing of those personal data for one or more specified purposes, except where Union or Member State law provide that the prohibition referred to in paragraph 1 may not be lifted by the data subject;",Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Lawfulness of Processing Sensitive Personal Data/9.2(a) Consent,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,da2a6b94-2928-49e8-8002-d740d4275205,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/bb7e75f5-aebf-4769-9107-3e4fb543ee99/da2a6b94-2928-49e8-8002-d740d4275205,CDGC
Instructor-policy-33,Personal Data Involved Policy,,"SAMPLE: Personal data (Category of Personal Information) is involved if any of the following is captured: Affiliation, Age, Behavior, Class, Commercial, Business Contact Information, Personal Contact Information, Criminal, Education, Employment, Family, Financial, Gender, Government ID, Health, ID, ID Metadata, Inferences, Location, Name, Physical, Recording, Union",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Mar 19, 2025, 05:44:07 AM",infa_admin,df55be59-ca57-414c-add9-c86ab10873a0,CDGC://df55be59-ca57-414c-add9-c86ab10873a0,CDGC
Instructor-policy-140,Data must be password protected,Security Measures Policy | Instructor-policy-139,SAMPLE: Data must be password protected,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Data must be password protected,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,e0bc084d-bd1f-4939-9498-e06063249e8b,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/e0bc084d-bd1f-4939-9498-e06063249e8b,CDGC
Instructor-policy-155,Differential Privacy,Security Measures Policy | Instructor-policy-139,SAMPLE:  A system for publicly sharing information about a dataset by describing the patterns of groups within the dataset while withholding information about individuals in the dataset,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Differential Privacy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,ee1cee36-45c2-4439-a39f-c25d6434cbdd,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ee1cee36-45c2-4439-a39f-c25d6434cbdd,CDGC
Instructor-policy-17,6.1 (c) Processing based on Legal Compliance,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (c) Processing based on Legal Compliance,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,f7f4d8e1-72ef-4738-a20b-c027a95c8800,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/f7f4d8e1-72ef-4738-a20b-c027a95c8800,CDGC
Instructor-policy-54,Physical,Personal Data Involved Policy | Instructor-policy-33,"SAMPLE: Physical characteristics (Field examples: Physical Characteristics, Physical Description, Biometric Data)",Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Physical,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,fbb5a1c2-c9f2-4df3-be3a-35ee2c9f3b34,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/fbb5a1c2-c9f2-4df3-be3a-35ee2c9f3b34,CDGC
Instructor-policy-114,DPIA - YES Required,DPIA Policies | Instructor-policy-113,SAMPLE: YES we require DPIA in the process.,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,PIA Policies/DPIA Policies/DPIA - YES Required,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,1561039a-55ab-437a-9207-66c3a15f8f04,CDGC://c63f93d9-200e-42de-84fa-89147048f501/0362199f-b102-461b-a2de-b31604a4ecd4/1561039a-55ab-437a-9207-66c3a15f8f04,CDGC
Instructor-policy-15,6.1 (a) Processing based on Consent,Legal basis for processing | Instructor-policy-14,SAMPLE: Legal basis for processing,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing/6.1 (a) Processing based on Consent,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,1a3979c0-ba2a-44ba-83d5-83644b9e0a94,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630/1a3979c0-ba2a-44ba-83d5-83644b9e0a94,CDGC
Instructor-policy-107,TRA Policies,Data Sharing Agreements (DSAs) | Instructor-policy-102,Transfer Risk Assessment - if there is a restricted transfer of personal data a TRA required.,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Data Sharing Agreements (DSAs)/TRA Policies,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,1d165359-7061-40b1-bafe-88374e4d8cae,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/7f575d34-10d5-4f7d-b8f5-ff6d97ca90dd/1d165359-7061-40b1-bafe-88374e4d8cae,CDGC
Instructor-policy-51,Inferences,Personal Data Involved Policy | Instructor-policy-33,SAMPLE: Inferences (Example: Machine Learning Models),Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Personal Data Involved Policy/Inferences,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,296f14c4-ffbe-4b09-873f-4dee578143ae,CDGC://df55be59-ca57-414c-add9-c86ab10873a0/296f14c4-ffbe-4b09-873f-4dee578143ae,CDGC
Instructor-policy-149,Data Masking or Obfuscation,Pseudonymization | Instructor-policy-148,SAMPLE:  A reversable process of hiding original data with modified content (random character or data),Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Pseudonymization/Data Masking or Obfuscation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,2a66b7cd-c60a-4254-af28-a9c473f4a99b,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/ab18fa01-21da-4a59-aff6-b56fd11ff202/2a66b7cd-c60a-4254-af28-a9c473f4a99b,CDGC
Instructor-policy-104,EC SCCs + UK Addendum,Data Sharing Agreements (DSAs) | Instructor-policy-102,"European Commission Standard Contractual Clauses, plus United Kingdom Addendum",Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Transfers of personal data to third countries or international organisations/Data Sharing Agreements (DSAs)/EC SCCs + UK Addendum,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,323d4ed6-c9a2-47de-9efd-3b925f378e5e,CDGC://11baeca5-a758-4359-81a2-d36eb71d6d25/7f575d34-10d5-4f7d-b8f5-ff6d97ca90dd/323d4ed6-c9a2-47de-9efd-3b925f378e5e,CDGC
Instructor-policy-122,Retain for duration of the customer contract,Retention Schedule Policy | Instructor-policy-120,SAMPLE: Duration of the customer contract,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for duration of the customer contract,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,3b03838a-50be-415c-bf65-f65151c04853,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/3b03838a-50be-415c-bf65-f65151c04853,CDGC
Instructor-policy-14,Legal basis for processing,Lawfulness of Processing Personal Data | Instructor-policy-2,SAMPLE: Lawfulness of Processing Personal Data,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data/Legal basis for processing,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,3c526c42-5ff0-45f4-a127-e25ba4037630,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc/3c526c42-5ff0-45f4-a127-e25ba4037630,CDGC
Instructor-policy-134,Retain for 3 months after creation,Retention Schedule Policy | Instructor-policy-120,SAMPLE: 3 months after the creation,Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Retention Schedule Policy/Retain for 3 months after creation,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,45ff122b-e2cc-4ed5-aafe-9ba7f635d6c4,CDGC://5859737c-b6b8-4429-abde-eb8aac5ee7cf/45ff122b-e2cc-4ed5-aafe-9ba7f635d6c4,CDGC
Instructor-policy-90,Internal Data,Data Classification Policy | Instructor-policy-84,SAMPLE: Data classified as internal must not be seen by any non-employees,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Data Classification Policy/Internal Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,4c0e153b-7b08-41a8-b2e8-2a10b7009388,CDGC://06f09923-5a19-42fe-a567-88e0188e31db/4c0e153b-7b08-41a8-b2e8-2a10b7009388,CDGC
Instructor-policy-154,Statistical Privacy,Security Measures Policy | Instructor-policy-139,"SAMPLE:  An art of computing statistics, answering queries, or performing other processing of sensitive datasets without revealing  sensitive information",Published,,,,,Technical Standards,,infa_data,infa_admin,,"","","","","",Assigned,Security Measures Policy/Statistical Privacy,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,4cf2a94f-7e0e-4dee-b778-5b1f49a3812f,CDGC://fe406c7a-5a05-42e1-bbf2-7d4e266102c9/4cf2a94f-7e0e-4dee-b778-5b1f49a3812f,CDGC
Instructor-policy-2,Lawfulness of Processing Personal Data,,SAMPLE: Processing shall be lawful only if it is for one of the processing purposes as described in this policy and all necessary details are recorded.,Published,,,,,Data Standards,,infa_data,infa_admin,,"","","","","",Assigned,Lawfulness of Processing Personal Data,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Mar 19, 2025, 05:43:18 AM",infa_admin,4d274d31-b001-4053-9f81-136557a0b3dc,CDGC://4d274d31-b001-4053-9f81-136557a0b3dc,CDGC
Instructor-policy-75,Users,Data Subject Type Policy | Instructor-policy-67,SAMPLE: Internal and external users,Published,,,,,Business Rule,,infa_data,infa_admin,,"","","","","",Assigned,Data Subject Type Policy/Users,Update,"Oct 01, 2024, 08:08:31 AM",infa_admin,"Oct 01, 2024, 08:08:31 AM",infa_admin,53fc6be1-e6cb-491b-a933-4edc9e401cee,CDGC://5c69eaa8-4052-4251-ba0d-924f6657d0d4/53fc6be1-e6cb-491b-a933-4edc9e401cee,CDGC
